"","external_gene_name","chromosome_name","transcript_biotype"
"2285","nhr-55","V","protein_coding"
"2286","nhr-56","V","protein_coding"
"2287","nhr-57","V","protein_coding"
"2288","nhr-58","V","protein_coding"
"2289","nhr-59","V","protein_coding"
"2290","nhr-60","V","protein_coding"
"2291","nhr-61","II","protein_coding"
"2292","nhr-62","I","protein_coding"
"2293","nhr-63","V","protein_coding"
"2294","nhr-64","I","protein_coding"
"2295","nhr-65","V","protein_coding"
"2296","nhr-66","IV","protein_coding"
"2297","nhr-67","IV","protein_coding"
"2298","nhr-68","V","protein_coding"
"2299","nhr-69","I","protein_coding"
"2300","nhr-70","V","protein_coding"
"2301","nhr-71","X","protein_coding"
"2302","nhr-72","II","protein_coding"
"2303","nhr-73","I","protein_coding"
"2304","nhr-74","I","protein_coding"
"2305","nhr-77","I","protein_coding"
"2306","nhr-78","IV","protein_coding"
"2307","nhr-79","V","protein_coding"
"2308","nhr-80","III","protein_coding"
"2309","nhr-81","I","protein_coding"
"2310","nhr-82","I","protein_coding"
"2311","nhr-84","V","protein_coding"
"2312","nhr-85","I","protein_coding"
"2313","nhr-86","V","protein_coding"
"2314","nhr-87","IV","protein_coding"
"2315","nhr-88","II","protein_coding"
"2316","nhr-89","I","protein_coding"
"2317","nhr-90","V","protein_coding"
"2318","nhr-91","X","protein_coding"
"2319","nhr-92","IV","protein_coding"
"2320","nhr-93","V","protein_coding"
"2321","nhr-94","V","protein_coding"
"2322","nhr-95","V","protein_coding"
"2323","nhr-96","V","protein_coding"
"2324","nhr-97","IV","protein_coding"
"2325","nhr-98","V","protein_coding"
"2326","nhr-99","V","protein_coding"
"2327","nhr-100","IV","protein_coding"
"2328","nhr-101","V","protein_coding"
"2329","nhr-102","V","protein_coding"
"2330","nhr-103","V","protein_coding"
"2331","nhr-104","IV","protein_coding"
"2332","nhr-105","IV","protein_coding"
"2333","nhr-106","V","protein_coding"
"2334","nhr-107","V","protein_coding"
"2335","nhr-108","V","protein_coding"
"2336","nhr-109","II","protein_coding"
"2337","nhr-110","V","protein_coding"
"2338","nhr-111","V","protein_coding"
"2339","nhr-112","V","protein_coding"
"2340","nhr-113","I","protein_coding"
"2341","nhr-114","V","protein_coding"
"2342","nhr-115","V","protein_coding"
"2343","nhr-116","V","protein_coding"
"2344","nhr-117","V","protein_coding"
"2345","nhr-118","V","protein_coding"
"2346","nhr-119","II","protein_coding"
"2347","nhr-120","X","protein_coding"
"2348","nhr-121","III","protein_coding"
"2349","nhr-122","IV","protein_coding"
"2350","nhr-123","V","protein_coding"
"2351","nhr-124","V","protein_coding"
"2352","nhr-125","V","protein_coding"
"2353","nhr-126","V","protein_coding"
"2354","nhr-127","V","protein_coding"
"2355","nhr-128","V","protein_coding"
"2356","nhr-129","V","protein_coding"
"2357","nhr-130","V","protein_coding"
"2358","nhr-131","V","protein_coding"
"2359","nhr-132","V","protein_coding"
"2360","nhr-133","V","protein_coding"
"2361","nhr-134","V","protein_coding"
"2362","nhr-135","V","protein_coding"
"2363","nhr-136","V","protein_coding"
"2364","nhr-137","X","protein_coding"
"2365","nhr-138","IV","protein_coding"
"2366","nhx-1","X","protein_coding"
"2367","nhx-2","II","protein_coding"
"2368","nhx-3","V","protein_coding"
"2369","nhx-4","X","protein_coding"
"2370","nhx-5","X","protein_coding"
"2371","nhx-6","II","protein_coding"
"2372","nhx-8","I","protein_coding"
"2373","nhx-9","IV","protein_coding"
"2374","nid-1","V","protein_coding"
"2375","nlp-1","X","protein_coding"
"2376","nlp-2","X","protein_coding"
"2377","nlp-3","X","protein_coding"
"2378","nlp-4","I","protein_coding"
"2379","nlp-5","II","protein_coding"
"2380","nlp-6","X","protein_coding"
"2381","nlp-7","X","protein_coding"
"2382","nlp-8","I","protein_coding"
"2383","nlp-9","V","protein_coding"
"2384","nlp-10","III","protein_coding"
"2385","nlp-11","II","protein_coding"
"2386","nlp-12","I","protein_coding"
"2387","nlp-13","V","protein_coding"
"2388","nlp-14","X","protein_coding"
"2389","nlp-15","I","protein_coding"
"2390","nlp-16","IV","protein_coding"
"2391","nlp-17","IV","protein_coding"
"2392","nlp-18","II","protein_coding"
"2393","nlp-19","X","protein_coding"
"2394","nlp-20","IV","protein_coding"
"2395","nlp-21","III","protein_coding"
"2396","nlp-22","X","protein_coding"
"2397","nlp-23","X","protein_coding"
"2398","nlp-24","V","protein_coding"
"2399","nlp-25","V","protein_coding"
"2400","nlp-26","V","protein_coding"
"2401","nlp-27","V","protein_coding"
"2402","nlp-28","V","protein_coding"
"2403","nlp-29","V","protein_coding"
"2404","nlp-30","V","protein_coding"
"2405","nlp-31","V","protein_coding"
"2406","nlp-32","III","protein_coding"
"2407","nlp-33","V","protein_coding"
"2408","nlr-1","IV","protein_coding"
"2409","nlt-1","II","protein_coding"
"2410","nmr-1","II","protein_coding"
"2411","nmr-2","V","protein_coding"
"2412","nmy-1","X","protein_coding"
"2413","nmy-2","I","protein_coding"
"2414","nnt-1","X","protein_coding"
"2415","nob-1","III","protein_coding"
"2416","nos-1","II","protein_coding"
"2417","nos-2","II","protein_coding"
"2418","nos-3","II","protein_coding"
"2419","npa-1","V","protein_coding"
"2420","npp-1","IV","protein_coding"
"2421","npp-2","I","protein_coding"
"2422","npp-3","II","protein_coding"
"2423","npp-4","I","protein_coding"
"2424","npp-5","II","protein_coding"
"2425","npp-6","I","protein_coding"
"2426","npp-7","I","protein_coding"
"2427","npp-8","IV","protein_coding"
"2428","npp-9","III","protein_coding"
"2429","npp-10","III","protein_coding"
"2430","npp-11","I","protein_coding"
"2431","npp-12","I","protein_coding"
"2432","npp-13","I","protein_coding"
"2433","npp-14","I","protein_coding"
"2434","npp-15","III","protein_coding"
"2435","npp-16","III","protein_coding"
"2436","rae-1","I","protein_coding"
"2437","npp-18","III","protein_coding"
"2438","npp-19","II","protein_coding"
"2439","npp-20","IV","protein_coding"
"2440","npr-1","X","protein_coding"
"2441","npr-2","IV","protein_coding"
"2442","nrf-5","V","protein_coding"
"2443","nrf-6","II","protein_coding"
"2444","nars-1","I","protein_coding"
"2445","asns-1","V","protein_coding"
"2446","nsf-1","I","protein_coding"
"2447","nst-1","II","protein_coding"
"2448","nsy-1","II","protein_coding"
"2449","ntl-2","II","protein_coding"
"2450","ntl-3","III","protein_coding"
"2451","ntl-4","IV","protein_coding"
"2452","nuc-1","X","protein_coding"
"2453","nud-1","III","protein_coding"
"2454","num-1","V","protein_coding"
"2455","nuo-1","II","protein_coding"
"2456","nxf-1","V","protein_coding"
"2457","nxf-2","V","protein_coding"
"2458","nxt-1","I","protein_coding"
"2459","oat-1","IV","protein_coding"
"2460","ocr-1","V","protein_coding"
"2461","ocr-2","IV","protein_coding"
"2462","ocr-3","X","protein_coding"
"2463","ocr-4","IV","protein_coding"
"2464","oct-1","I","protein_coding"
"2465","oct-2","X","protein_coding"
"2466","odc-1","V","protein_coding"
"2467","odd-1","III","protein_coding"
"2468","odd-2","X","protein_coding"
"2469","blmp-1","I","protein_coding"
"2470","odr-1","X","protein_coding"
"2471","odr-2","V","protein_coding"
"2472","odr-3","V","protein_coding"
"2473","odr-4","III","protein_coding"
"2474","odr-7","X","protein_coding"
"2475","odr-10","X","protein_coding"
"2476","ogt-1","III","protein_coding"
"2477","oig-1","III","protein_coding"
"2478","oig-2","II","protein_coding"
"2479","oig-3","V","protein_coding"
"2480","old-1","II","protein_coding"
"2481","old-2","II","protein_coding"
"2482","oma-1","IV","protein_coding"
"2483","oma-2","V","protein_coding"
"2484","ooc-3","II","protein_coding"
"2485","ooc-5","II","protein_coding"
"2486","pept-2","IV","protein_coding"
"2487","pept-1","X","protein_coding"
"2488","pept-3","I","protein_coding"
"2489","ora-1","IV","protein_coding"
"2490","orc-2","II","protein_coding"
"2491","osm-1","X","protein_coding"
"2492","osm-3","IV","protein_coding"
"2493","osm-5","X","protein_coding"
"2494","osm-6","V","protein_coding"
"2495","osm-7","III","protein_coding"
"2496","osm-8","II","protein_coding"
"2497","osm-9","IV","protein_coding"
"2498","osm-10","III","protein_coding"
"2499","osm-11","X","protein_coding"
"2500","osm-12","III","protein_coding"
"2501","ost-1","IV","protein_coding"
"2502","oxi-1","III","protein_coding"
"2503","paa-1","III","protein_coding"
"2504","pab-1","I","protein_coding"
"2505","pab-2","X","protein_coding"
"2506","pabp-2","I","protein_coding"
"2507","pad-1","I","protein_coding"
"2508","paf-1","I","protein_coding"
"2509","paf-2","X","protein_coding"
"2510","pag-3","X","protein_coding"
"2511","pak-1","X","protein_coding"
"2512","pal-1","III","protein_coding"
"2513","pam-1","IV","protein_coding"
"2514","pan-1","III","protein_coding"
"2515","par-1","V","protein_coding"
"2516","par-2","III","protein_coding"
"2517","par-3","III","protein_coding"
"2518","par-4","V","protein_coding"
"2519","par-5","IV","protein_coding"
"2520","par-6","I","protein_coding"
"2521","pas-1","V","protein_coding"
"2522","pas-2","V","protein_coding"
"2523","pas-3","I","protein_coding"
"2524","pas-4","I","protein_coding"
"2525","pas-5","I","protein_coding"
"2526","pas-6","V","protein_coding"
"2527","pas-7","II","protein_coding"
"2528","pat-2","III","protein_coding"
"2529","pat-3","III","protein_coding"
"2530","pat-4","III","protein_coding"
"2531","pat-6","IV","protein_coding"
"2532","pat-9","X","protein_coding"
"2533","pat-10","I","protein_coding"
"2534","pat-12","III","protein_coding"
"2535","pax-1","V","protein_coding"
"2536","pax-2","IV","protein_coding"
"2537","pax-3","II","protein_coding"
"2538","pbo-1","III","protein_coding"
"2539","pbo-4","X","protein_coding"
"2540","pbs-1","IV","protein_coding"
"2541","pbs-2","I","protein_coding"
"2542","pbs-3","II","protein_coding"
"2543","pbs-4","I","protein_coding"
"2544","pbs-5","I","protein_coding"
"2545","pbs-6","III","protein_coding"
"2546","pbs-7","I","protein_coding"
"2547","pcm-1","V","protein_coding"
"2548","pcn-1","IV","protein_coding"
"2549","pcp-1","III","protein_coding"
"2550","pcp-2","IV","protein_coding"
"2551","pcp-3","IV","protein_coding"
"2552","pcp-4","V","protein_coding"
"2553","pcs-1","II","protein_coding"
"2554","pct-1","IV","protein_coding"
"2555","pdi-1","III","protein_coding"
"2556","pdi-2","X","protein_coding"
"2557","pdi-3","I","protein_coding"
"2558","pdk-1","X","protein_coding"
"2559","pdl-1","II","protein_coding"
"2560","pdr-1","III","protein_coding"
"2561","peb-1","X","protein_coding"
"2562","pef-1","III","protein_coding"
"2563","pek-1","X","protein_coding"
"2564","pen-2","III","protein_coding"
"2565","pes-1","IV","protein_coding"
"2566","pes-2.1","I","protein_coding"
"2567","pes-4","III","protein_coding"
"2568","pes-5","II","protein_coding"
"2569","pes-7","I","protein_coding"
"2570","pes-8","X","protein_coding"
"2571","pes-9","V","protein_coding"
"2572","pes-10","II","protein_coding"
"2573","mct-4","X","protein_coding"
"2574","pes-23","X","protein_coding"
"2575","pfn-1","I","protein_coding"
"2576","pfn-2","X","protein_coding"
"2577","pfn-3","X","protein_coding"
"2578","pgl-1","IV","protein_coding"
"2579","pgl-2","III","protein_coding"
"2580","pgl-3","V","protein_coding"
"2581","pgp-1","IV","protein_coding"
"2582","pgp-2","I","protein_coding"
"2583","pgp-3","X","protein_coding"
"2584","pgp-4","X","protein_coding"
"2585","pgp-5","X","protein_coding"
"2586","pgp-6","X","protein_coding"
"2587","pgp-7","X","protein_coding"
"2588","pgp-8","X","protein_coding"
"2589","pgp-9","V","protein_coding"
"2590","pgp-10","X","protein_coding"
"2591","pgp-11","II","protein_coding"
"2592","pgp-12","X","protein_coding"
"2593","pgp-13","X","protein_coding"
"2594","pgp-14","X","protein_coding"
"2595","pha-1","III","protein_coding"
"2596","pha-2","X","protein_coding"
"2597","pha-4","V","protein_coding"
"2598","phb-1","I","protein_coding"
"2599","phb-2","II","protein_coding"
"2600","phf-5","III","protein_coding"
"2601","phg-1","II","protein_coding"
"2602","pho-1","II","protein_coding"
"2603","pho-4","II","protein_coding"
"2604","php-3","III","protein_coding"
"2605","phy-2","IV","protein_coding"
"2606","phy-3","V","protein_coding"
"2607","pie-1","III","protein_coding"
"2608","pif-1","I","protein_coding"
"2609","pik-1","IV","protein_coding"
"2610","pin-2","IV","protein_coding"
"2611","pis-1","IV","protein_coding"
"2612","pkc-1","V","protein_coding"
"2613","pkc-2","X","protein_coding"
"2614","pkc-3","II","protein_coding"
"2615","pkd-2","IV","protein_coding"
"2616","plc-1","X","protein_coding"
"2617","plc-2","V","protein_coding"
"2618","plc-3","II","protein_coding"
"2619","plc-4","IV","protein_coding"
"2620","pld-1","II","protein_coding"
"2621","plg-1","III","protein_coding"
"2622","plk-1","III","protein_coding"
"2623","plk-2","I","protein_coding"
"2624","plk-3","IV","protein_coding"
"2625","pll-1","III","protein_coding"
"2626","plp-1","IV","protein_coding"
"2627","plx-1","IV","protein_coding"
"2628","plx-2","II","protein_coding"
"2629","parp-1","I","protein_coding"
"2630","parp-2","II","protein_coding"
"2631","parg-1","IV","protein_coding"
"2632","parg-2","IV","protein_coding"
"2633","tank-1","V","protein_coding"
"2634","pmk-1","IV","protein_coding"
"2635","pmk-2","IV","protein_coding"
"2636","pmk-3","IV","protein_coding"
"2637","pmp-1","II","protein_coding"
"2638","pmp-2","II","protein_coding"
"2639","pmp-3","V","protein_coding"
"2640","pmp-4","IV","protein_coding"
"2641","pmp-5","V","protein_coding"
"2642","pmr-1","I","protein_coding"
"2643","pms-2","V","protein_coding"
"2644","pnk-1","I","protein_coding"
"2645","pod-1","III","protein_coding"
"2646","pod-2","II","protein_coding"
"2647","pop-1","I","protein_coding"
"2648","pos-1","V","protein_coding"
"2649","pph-1","V","protein_coding"
"2650","pph-2","IV","protein_coding"
"2651","pph-4.1","III","protein_coding"
"2652","pph-4.2","III","protein_coding"
"2653","ppk-1","I","protein_coding"
"2654","ppk-2","III","protein_coding"
"2655","ppk-3","X","protein_coding"
"2656","eif-2Bgamma","II","protein_coding"
"2657","pps-1","IV","protein_coding"
"2658","ppt-1","V","protein_coding"
"2659","ppw-1","I","protein_coding"
"2660","ppw-2","I","protein_coding"
"2661","pqe-1","III","protein_coding"
"2662","pqm-1","II","protein_coding"
"2663","pqn-2","V","protein_coding"
"2664","abu-15","V","protein_coding"
"2665","pqn-8","III","protein_coding"
"2666","hgrs-1","IV","protein_coding"
"2667","pqn-10","III","protein_coding"
"2668","pqn-13","V","protein_coding"
"2669","szy-20","II","protein_coding"
"2670","pqn-15","X","protein_coding"
"2671","pqn-16","V","protein_coding"
"2672","pqn-18","X","protein_coding"
"2673","stam-1","I","protein_coding"
"2674","pqn-20","I","protein_coding"
"2675","pqn-21","I","protein_coding"
"2676","pqn-22","IV","protein_coding"
"2677","pqn-24","I","protein_coding"
"2678","pqn-25","III","protein_coding"
"2679","pqn-26","I","protein_coding"
"2680","pqn-27","II","protein_coding"
"2681","sin-3","I","protein_coding"
"2682","pqn-29","III","protein_coding"
"2683","pqn-31","V","protein_coding"
"2684","pqn-32","II","protein_coding"
"2685","ptrn-1","X","protein_coding"
"2686","pqn-35","II","protein_coding"
"2687","pqn-36","X","protein_coding"
"2688","pqn-37","X","protein_coding"
"2689","mdt-30","III","protein_coding"
"2690","pqn-39","X","protein_coding"
"2691","abu-12","X","protein_coding"
"2692","pqn-41","III","protein_coding"
"2693","pqn-42","II","protein_coding"
"2694","ketn-1","V","protein_coding"
"2695","tent-5","I","protein_coding"
"2696","ifet-1","III","protein_coding"
"2697","abu-13","III","protein_coding"
"2698","myrf-1","II","protein_coding"
"2699","pqn-48","II","protein_coding"
"2700","pqn-51","V","protein_coding"
"2701","pqn-53","V","protein_coding"
"2702","pqn-54","V","protein_coding"
"2703","ebax-1","IV","protein_coding"
"2704","pqn-57","X","protein_coding"
"2705","pqn-59","I","protein_coding"
"2706","pqn-60","V","protein_coding"
"2707","pqn-62","X","protein_coding"
"2708","pqn-63","V","protein_coding"
"2709","larp-5","I","protein_coding"
"2710","pqn-65","X","protein_coding"
"2711","trpl-5","II","protein_coding"
"2712","pqn-67","V","protein_coding"
"2713","pqn-68","V","protein_coding"
"2714","pqn-70","V","protein_coding"
"2715","pqn-71","V","protein_coding"
"2716","pqn-72","I","protein_coding"
"2717","pqn-73","II","protein_coding"
"2718","pqn-74","IV","protein_coding"
"2719","pqn-75","IV","protein_coding"
"2720","pqn-76","IV","protein_coding"
"2721","pqn-78","IV","protein_coding"
"2722","pqn-79","IV","protein_coding"
"2723","pqn-80","III","protein_coding"
"2724","pqn-82","III","protein_coding"
"2725","pqn-83","III","protein_coding"
"2726","pqn-84","III","protein_coding"
"2727","scc-2","II","protein_coding"
"2728","pqn-87","II","protein_coding"
"2729","pqn-88","I","protein_coding"
"2730","pqn-89","IV","protein_coding"
"2731","pqn-90","IV","protein_coding"
"2732","pqn-91","IV","protein_coding"
"2733","pqn-92","III","protein_coding"
"2734","pqn-94","V","protein_coding"
"2735","abu-14","II","protein_coding"
"2736","pqn-96","III","protein_coding"
"2737","pqn-97","V","protein_coding"
"2738","pqn-98","V","protein_coding"
"2739","prg-1","I","protein_coding"
"2740","pri-1","III","protein_coding"
"2741","pri-2","I","protein_coding"
