"","external_gene_name","chromosome_name","transcript_biotype"
"10950","ZK287.9","V","protein_coding"
"10951","tep-1","I","protein_coding"
"10952","klu-1","I","protein_coding"
"10953","scl-19","V","protein_coding"
"10954","scl-20","V","protein_coding"
"10955","asp-18","V","protein_coding"
"10956","npr-9","X","protein_coding"
"10957","ZK455.5","X","protein_coding"
"10958","hizr-1","X","protein_coding"
"10959","ZK507.1","III","protein_coding"
"10960","dos-1","III","protein_coding"
"10961","ZK512.1","III","protein_coding"
"10962","ZK512.2","III","protein_coding"
"10963","ZK512.4","III","protein_coding"
"10964","sec-16A.1","III","protein_coding"
"10965","ZK512.7","III","protein_coding"
"10966","ZK512.8","III","protein_coding"
"10967","ZK512.10","III","protein_coding"
"10968","ZK512.11","III","protein_coding"
"10969","ZK524.4","I","protein_coding"
"10970","ZK550.2","IV","protein_coding"
"10971","ZK550.3","IV","protein_coding"
"10972","gtf-2E1","IV","protein_coding"
"10973","ZK550.5","IV","protein_coding"
"10974","ZK550.6","IV","protein_coding"
"10975","pyk-2","IV","protein_coding"
"10976","ZK593.2","IV","protein_coding"
"10977","ZK593.3","IV","protein_coding"
"10978","fic-1","IV","protein_coding"
"10979","ZK596.1","IV","protein_coding"
"10980","ZK596.2","IV","protein_coding"
"10981","ZK596.3","IV","protein_coding"
"10982","lips-6","IV","protein_coding"
"10983","ZK632.2","III","protein_coding"
"10984","riok-3","III","protein_coding"
"10985","ZK632.4","III","protein_coding"
"10986","gtap-2","III","protein_coding"
"10987","panl-3","III","protein_coding"
"10988","ZK632.9","III","protein_coding"
"10989","ZK632.10","III","protein_coding"
"10990","ZK632.11","III","protein_coding"
"10991","ZK632.12","III","protein_coding"
"10992","ZK632.14","III","protein_coding"
"10993","svop-1","III","protein_coding"
"10994","ZK637.2","III","protein_coding"
"10995","lnkn-1","III","protein_coding"
"10996","ZK637.4","III","protein_coding"
"10997","asna-1","III","protein_coding"
"10998","tpk-1","III","protein_coding"
"10999","trxr-2","III","protein_coding"
"11000","ZK637.12","III","protein_coding"
"11001","glb-1","III","protein_coding"
"11002","ZK637.14","III","protein_coding"
"11003","ZK637.15","III","protein_coding"
"11004","arrd-15","III","protein_coding"
"11005","ZK643.2","III","protein_coding"
"11006","seb-2","III","protein_coding"
"11007","ZK643.5","III","protein_coding"
"11008","ZK643.6","III","protein_coding"
"11009","ZK662.2","X","protein_coding"
"11010","ZK662.5","X","protein_coding"
"11011","ZK666.1","II","protein_coding"
"11012","ZK666.2","II","protein_coding"
"11013","clec-58","II","protein_coding"
"11014","ZK666.4","II","protein_coding"
"11015","clec-59","II","protein_coding"
"11016","clec-60","II","protein_coding"
"11017","clec-61","II","protein_coding"
"11018","ZK666.8","II","protein_coding"
"11019","ZK666.11","II","protein_coding"
"11020","ZK666.12","II","protein_coding"
"11021","spv-1","II","protein_coding"
"11022","ZK669.2","II","protein_coding"
"11023","ZK669.3","II","protein_coding"
"11024","dbt-1","II","protein_coding"
"11025","ZK669.5","II","protein_coding"
"11026","ZK673.1","II","protein_coding"
"11027","ZK673.2","II","protein_coding"
"11028","ZK673.4","II","protein_coding"
"11029","ZK673.5","II","protein_coding"
"11030","ZK673.6","II","protein_coding"
"11031","clec-143","II","protein_coding"
"11032","sdz-37","II","protein_coding"
"11033","ZK673.11","II","protein_coding"
"11034","rev-1","II","protein_coding"
"11035","ZK675.4","II","protein_coding"
"11036","nhr-255","X","protein_coding"
"11037","srxa-9","X","protein_coding"
"11038","ZK757.1","III","protein_coding"
"11039","ZK757.2","III","protein_coding"
"11040","dhhc-4","III","protein_coding"
"11041","ZK792.1","IV","protein_coding"
"11042","ZK792.4","IV","protein_coding"
"11043","ZK792.5","IV","protein_coding"
"11044","ZK792.7","IV","protein_coding"
"11045","atg-4.2","IV","protein_coding"
"11046","ipmk-1","IV","protein_coding"
"11047","ZK795.2","IV","protein_coding"
"11048","ZK795.3","IV","protein_coding"
"11049","snb-7","IV","protein_coding"
"11050","ZK809.1","IV","protein_coding"
"11051","ZK809.3","IV","protein_coding"
"11052","ZK809.5","IV","protein_coding"
"11053","ZK809.8","IV","protein_coding"
"11054","ZK822.1","IV","protein_coding"
"11055","ZK822.2","IV","protein_coding"
"11056","ZK822.4","IV","protein_coding"
"11057","ZK822.5","IV","protein_coding"
"11058","ZK829.1","IV","protein_coding"
"11059","ZK829.3","IV","protein_coding"
"11060","gdh-1","IV","protein_coding"
"11061","ZK829.7","IV","protein_coding"
"11062","ZK829.9","IV","protein_coding"
"11063","ogdh-2","V","protein_coding"
"11064","ZK836.3","V","protein_coding"
"11065","ZK849.1","I","protein_coding"
"11066","gopc-1","I","protein_coding"
"11067","best-25","I","protein_coding"
"11068","best-26","I","protein_coding"
"11069","ZK849.6","I","protein_coding"
"11070","ZK856.4","V","protein_coding"
"11071","ZK856.5","V","protein_coding"
"11072","ZK856.6","V","protein_coding"
"11073","ZK856.7","V","protein_coding"
"11074","chpf-1","V","protein_coding"
"11075","rpc-25","V","protein_coding"
"11076","ZK856.11","V","protein_coding"
"11077","hpo-40","V","protein_coding"
"11078","tftc-3","V","protein_coding"
"11079","gld-4","I","protein_coding"
"11080","ZK858.2","I","protein_coding"
"11081","clec-91","I","protein_coding"
"11082","ZK858.5","I","protein_coding"
"11083","ZK858.6","I","protein_coding"
"11084","ZK858.7","I","protein_coding"
"11085","ZK858.8","I","protein_coding"
"11086","ZK863.1","V","protein_coding"
"11087","elpc-3","V","protein_coding"
"11088","usip-1","V","protein_coding"
"11089","ZK863.8","V","protein_coding"
"11090","ZK892.3","II","protein_coding"
"11091","ZK892.4","II","protein_coding"
"11092","ZK892.5","II","protein_coding"
"11093","ZK892.6","II","protein_coding"
"11094","sdz-38","II","protein_coding"
"11095","ZK896.1","IV","protein_coding"
"11096","ZK896.4","IV","protein_coding"
"11097","ZK896.5","IV","protein_coding"
"11098","clec-187","IV","protein_coding"
"11099","clec-186","IV","protein_coding"
"11100","nstp-5","IV","protein_coding"
"11101","ZK899.1","X","protein_coding"
"11102","ZK899.2","X","protein_coding"
"11103","ZK899.3","X","protein_coding"
"11104","ZK899.5","X","protein_coding"
"11105","ZK899.6","X","protein_coding"
"11106","ZK899.7","X","protein_coding"
"11107","ZK909.3","I","protein_coding"
"11108","fbxb-70","I","protein_coding"
"11109","ZK909.6","I","protein_coding"
"11110","vps-15","II","protein_coding"
"11111","ZK930.2","II","protein_coding"
"11112","vab-23","II","protein_coding"
"11113","ZK930.4","II","protein_coding"
"11114","ZK930.6","II","protein_coding"
"11115","ZK930.7","II","protein_coding"
"11116","ZK938.1","II","protein_coding"
"11117","arrd-4","II","protein_coding"
"11118","ZK938.3","II","protein_coding"
"11119","arrd-5","II","protein_coding"
"11120","chil-9","II","protein_coding"
"11121","rnh-1.2","II","protein_coding"
"11122","lact-2","II","protein_coding"
"11123","puf-12","II","protein_coding"
"11124","ZK945.4","II","protein_coding"
"11125","ZK945.6","II","protein_coding"
"11126","ZK945.7","II","protein_coding"
"11127","ZK945.8","II","protein_coding"
"11128","nep-26","II","protein_coding"
"11129","clpp-1","II","protein_coding"
"11130","ZK970.7","II","protein_coding"
"11131","ZK970.8","II","protein_coding"
"11132","ZK971.1","II","protein_coding"
"11133","ZK1010.2","III","protein_coding"
"11134","frg-1","III","protein_coding"
"11135","ZK1010.4","III","protein_coding"
"11136","ZK1010.5","III","protein_coding"
"11137","ZK1010.8","III","protein_coding"
"11138","ZK1025.2","I","protein_coding"
"11139","ZK1025.3","I","protein_coding"
"11140","ZK1025.4","I","protein_coding"
"11141","nhr-244","I","protein_coding"
"11142","ZK1025.8","I","protein_coding"
"11143","nhr-245","I","protein_coding"
"11144","irld-62","V","protein_coding"
"11145","srt-22","V","protein_coding"
"11146","nhr-246","V","protein_coding"
"11147","nhr-247","V","protein_coding"
"11148","ZK1037.6","V","protein_coding"
"11149","srz-10","V","protein_coding"
"11150","ZK1053.1","I","protein_coding"
"11151","ZK1053.2","I","protein_coding"
"11152","ZK1053.3","I","protein_coding"
"11153","ZK1053.4","I","protein_coding"
"11154","scrm-2","I","protein_coding"
"11155","ZK1053.6","I","protein_coding"
"11156","mmcm-1","III","protein_coding"
"11157","ZK1058.3","III","protein_coding"
"11158","ccdc-47","III","protein_coding"
"11159","metl-6","III","protein_coding"
"11160","nit-1","III","protein_coding"
"11161","ZK1058.9","III","protein_coding"
"11162","znfx-1","II","protein_coding"
"11163","ZK1067.3","II","protein_coding"
"11164","ZK1067.4","II","protein_coding"
"11165","ZK1073.1","X","protein_coding"
"11166","ZK1073.2","X","protein_coding"
"11167","obr-3","X","protein_coding"
"11168","ZK1086.2","X","protein_coding"
"11169","ZK1086.3","X","protein_coding"
"11170","prp-40","III","protein_coding"
"11171","ZK1098.2","III","protein_coding"
"11172","ZK1098.3","III","protein_coding"
"11173","eif-2Balpha","III","protein_coding"
"11174","trpp-3","III","protein_coding"
"11175","ZK1098.6","III","protein_coding"
"11176","mrps-23","III","protein_coding"
"11177","ZK1098.9","III","protein_coding"
"11178","ZK1098.11","III","protein_coding"
"11179","ZK1128.1","III","protein_coding"
"11180","mett-10","III","protein_coding"
"11181","ZK1128.3","III","protein_coding"
"11182","gtf-2H3","III","protein_coding"
"11183","ttll-4","III","protein_coding"
"11184","ZK1128.7","III","protein_coding"
"11185","vps-29","III","protein_coding"
"11186","ZK1225.1","I","protein_coding"
"11187","ZK1225.2","I","protein_coding"
"11188","ZK1225.4","I","protein_coding"
"11189","ZK1225.5","I","protein_coding"
"11190","htas-1","IV","protein_coding"
"11191","ZK1251.3","IV","protein_coding"
"11192","sdz-36","IV","protein_coding"
"11193","dcaf-1","IV","protein_coding"
"11194","ZK1307.1","II","protein_coding"
"11195","ZK1307.2","II","protein_coding"
"11196","ZK1307.3","II","protein_coding"
"11197","ZK1307.4","II","protein_coding"
"11198","ZK1307.7","II","protein_coding"
"11199","ZK1307.8","II","protein_coding"
"11200","ZK1307.9","II","protein_coding"
"11201","gstk-1","II","protein_coding"
"11202","ZK1320.2","II","protein_coding"
"11203","ZK1320.3","II","protein_coding"
"11204","cyp-13A10","II","protein_coding"
"11205","ZK1320.5","II","protein_coding"
"11206","ZK1320.7","II","protein_coding"
"11207","ZK1320.9","II","protein_coding"
"11208","ZK1320.11","II","protein_coding"
"11209","ZK1321.1","II","protein_coding"
"11210","shk-1","II","protein_coding"
"11211","ZK1321.4","II","protein_coding"
"11212","D2023.1","V","protein_coding"
"11213","bkip-1","II","protein_coding"
"11214","C05D12.3","II","protein_coding"
"11215","zipt-2.1","IV","protein_coding"
"11216","srz-25","V","protein_coding"
"11217","cyp-25A3","III","protein_coding"
"11218","C37A5.3","I","protein_coding"
"11219","C37A5.5","I","protein_coding"
"11220","C37A5.6","I","protein_coding"
"11221","F46A8.11","I","protein_coding"
"11222","H40L08.2","X","protein_coding"
"11223","K08E5.1","III","protein_coding"
"11224","M04D5.1","I","protein_coding"
"11225","M176.9","II","protein_coding"
"11226","R13H4.2","V","protein_coding"
"11227","VM106R.1","II","protein_coding"
"11228","Y37H9A.5","I","protein_coding"
"11229","Y52B11A.11","I","protein_coding"
"11230","Y57G11C.28","IV","protein_coding"
"11231","Y57G11C.30","IV","protein_coding"
"11232","mdt-9","IV","protein_coding"
"11233","Y81G3A.2","II","protein_coding"
"11234","Y106G6D.5","I","protein_coding"
"11235","best-23","II","protein_coding"
"11236","AC7.3","IV","protein_coding"
"11237","AH9.1","X","protein_coding"
"11238","AH9.3","X","protein_coding"
"11239","AH9.4","X","protein_coding"
"11240","B0025.4","I","protein_coding"
"11241","B0034.1","II","protein_coding"
"11242","B0034.2","II","protein_coding"
"11243","B0034.4","II","protein_coding"
"11244","B0034.5","II","protein_coding"
"11245","B0041.1","I","protein_coding"
"11246","ain-2","I","protein_coding"
"11247","lmd-2","I","protein_coding"
"11248","B0041.5","I","protein_coding"
"11249","ptps-1","I","protein_coding"
"11250","B0041.8","I","protein_coding"
"11251","bath-20","II","protein_coding"
"11252","bath-24","II","protein_coding"
"11253","math-1","II","protein_coding"
"11254","B0205.1","I","protein_coding"
"11255","srz-85","I","protein_coding"
"11256","B0205.4","I","protein_coding"
"11257","B0205.5","I","protein_coding"
"11258","nfs-1","I","protein_coding"
"11259","B0205.8","I","protein_coding"
"11260","B0205.9","I","protein_coding"
"11261","B0205.10","I","protein_coding"
"11262","mrpl-9","I","protein_coding"
"11263","B0207.1","I","protein_coding"
"11264","B0207.2","I","protein_coding"
"11265","B0207.5","I","protein_coding"
"11266","B0207.6","I","protein_coding"
"11267","B0207.7","I","protein_coding"
"11268","B0207.9","I","protein_coding"
"11269","B0207.10","I","protein_coding"
"11270","B0207.11","I","protein_coding"
"11271","otpl-1","IV","protein_coding"
"11272","sre-5","IV","protein_coding"
"11273","B0212.3","IV","protein_coding"
"11274","nstp-6","IV","protein_coding"
"11275","cyp-34A5","V","protein_coding"
"11276","cyp-34A6","V","protein_coding"
"11277","cyp-34A7","V","protein_coding"
"11278","cyp-34A8","V","protein_coding"
"11279","cyp-34A9","V","protein_coding"
"11280","cyp-34A10","V","protein_coding"
"11281","nlp-34","V","protein_coding"
"11282","faah-1","IV","protein_coding"
"11283","faah-2","IV","protein_coding"
"11284","B0218.5","IV","protein_coding"
"11285","clec-51","IV","protein_coding"
"11286","B0218.7","IV","protein_coding"
"11287","clec-52","IV","protein_coding"
"11288","B0222.1","V","protein_coding"
"11289","pitr-2","V","protein_coding"
"11290","pitr-3","V","protein_coding"
"11291","B0222.5","V","protein_coding"
"11292","gad-3","V","protein_coding"
"11293","B0228.1","II","protein_coding"
"11294","cpna-2","II","protein_coding"
"11295","trx-1","II","protein_coding"
"11296","B0228.6","II","protein_coding"
"11297","B0228.7","II","protein_coding"
"11298","B0228.8","II","protein_coding"
"11299","B0228.9","II","protein_coding"
"11300","cest-35.1","V","protein_coding"
"11301","srt-68","V","protein_coding"
"11302","srt-67","V","protein_coding"
"11303","srt-70","V","protein_coding"
"11304","cest-30","V","protein_coding"
"11305","srt-69","V","protein_coding"
"11306","B0238.9","V","protein_coding"
"11307","natc-2","V","protein_coding"
"11308","B0238.11","V","protein_coding"
"11309","B0238.12","V","protein_coding"
"11310","B0244.4","III","protein_coding"
"11311","B0244.5","III","protein_coding"
"11312","B0244.6","III","protein_coding"
"11313","B0244.7","III","protein_coding"
"11314","egg-1","III","protein_coding"
"11315","B0244.9","III","protein_coding"
"11316","B0244.10","III","protein_coding"
"11317","B0252.1","II","protein_coding"
"11318","B0252.3","II","protein_coding"
"11319","B0252.5","II","protein_coding"
"11320","B0261.1","I","protein_coding"
"11321","mrpl-47","I","protein_coding"
"11322","B0261.5","I","protein_coding"
"11323","B0261.6","I","protein_coding"
"11324","B0261.7","I","protein_coding"
"11325","B0261.8","I","protein_coding"
"11326","B0273.1","IV","protein_coding"
"11327","snpc-3.1","IV","protein_coding"
"11328","ggtb-1","III","protein_coding"
"11329","B0280.2","III","protein_coding"
"11330","rpia-1","III","protein_coding"
"11331","cpg-2","III","protein_coding"
"11332","B0280.7","III","protein_coding"
"11333","B0280.9","III","protein_coding"
"11334","pot-1","III","protein_coding"
"11335","B0280.11","III","protein_coding"
"11336","viro-2","III","protein_coding"
"11337","B0281.1","II","protein_coding"
"11338","B0281.3","II","protein_coding"
"11339","B0281.4","II","protein_coding"
"11340","B0281.5","II","protein_coding"
"11341","B0281.6","II","protein_coding"
"11342","B0281.8","II","protein_coding"
"11343","B0286.1","II","protein_coding"
"11344","paic-1","II","protein_coding"
"11345","B0294.1","X","protein_coding"
"11346","B0294.3","X","protein_coding"
"11347","B0302.2","X","protein_coding"
"11348","B0302.4","X","protein_coding"
"11349","B0302.5","X","protein_coding"
"11350","anmt-1","III","protein_coding"
"11351","B0303.3","III","protein_coding"
"11352","B0303.4","III","protein_coding"
"11353","B0303.7","III","protein_coding"
"11354","sdz-1","III","protein_coding"
"11355","vps-33.1","III","protein_coding"
"11356","B0303.11","III","protein_coding"
"11357","B0303.14","III","protein_coding"
"11358","mrpl-11","III","protein_coding"
"11359","B0304.2","II","protein_coding"
"11360","cyp-23A1","II","protein_coding"
"11361","B0304.4","II","protein_coding"
"11362","B0310.1","X","protein_coding"
"11363","B0310.2","X","protein_coding"
"11364","B0310.3","X","protein_coding"
"11365","ugt-46","X","protein_coding"
"11366","B0310.6","X","protein_coding"
"11367","rbm-26","III","protein_coding"
"11368","arle-14","III","protein_coding"
"11369","abi-1","III","protein_coding"
"11370","B0336.7","III","protein_coding"
"11371","hpo-28","III","protein_coding"
"11372","B0336.12","III","protein_coding"
"11373","B0336.13","III","protein_coding"
"11374","B0348.1","V","protein_coding"
"11375","B0348.2","V","protein_coding"
"11376","B0348.5","V","protein_coding"
"11377","B0353.1","III","protein_coding"
"11378","cwf-19L2","III","protein_coding"
"11379","B0361.3","III","protein_coding"
"11380","B0361.4","III","protein_coding"
"11381","psd-1","III","protein_coding"
"11382","B0361.6","III","protein_coding"
"11383","pho-5","III","protein_coding"
"11384","algn-11","III","protein_coding"
"11385","B0361.9","III","protein_coding"
"11386","ykt-6","III","protein_coding"
"11387","B0361.11","III","protein_coding"
"11388","B0403.3","X","protein_coding"
"11389","pdi-6","X","protein_coding"
"11390","B0403.5","X","protein_coding"
"11391","B0410.1","X","protein_coding"
"11392","vang-1","X","protein_coding"
"11393","B0410.3","X","protein_coding"
"11394","trpp-11","III","protein_coding"
"11395","srz-4","I","protein_coding"
"11396","vps-51","I","protein_coding"
"11397","tmc-2","X","protein_coding"
"11398","B0416.2","X","protein_coding"
"11399","B0416.3","X","protein_coding"
"11400","B0416.4","X","protein_coding"
"11401","B0416.5","X","protein_coding"
"11402","B0416.7","X","protein_coding"
"11403","B0432.1","II","protein_coding"
"11404","djr-1.1","II","protein_coding"
"11405","mrpl-41","II","protein_coding"
"11406","misc-1","II","protein_coding"
"11407","B0432.7","II","protein_coding"
"11408","B0432.8","II","protein_coding"
"11409","B0432.9","II","protein_coding"
"11410","B0432.10","II","protein_coding"
"11411","B0432.11","II","protein_coding"
"11412","clec-117","II","protein_coding"
"11413","trul-1","II","protein_coding"
"11414","B0454.5","II","protein_coding"
"11415","B0454.6","II","protein_coding"
"11416","clec-2","II","protein_coding"
"11417","B0454.8","II","protein_coding"
"11418","lido-13","II","protein_coding"
"11419","B0478.3","IV","protein_coding"
"11420","cdk-11.1","II","protein_coding"
"11421","B0495.5","II","protein_coding"
"11422","moa-2","II","protein_coding"
"11423","B0495.7","II","protein_coding"
"11424","luc-7L","II","protein_coding"
"11425","B0495.9","II","protein_coding"
"11426","B0496.1","IV","protein_coding"
"11427","B0496.2","IV","protein_coding"
"11428","srtx-1","IV","protein_coding"
"11429","B0496.6","IV","protein_coding"
"11430","valv-1","IV","protein_coding"
"11431","tes-1","IV","protein_coding"
"11432","B0507.1","V","protein_coding"
"11433","B0507.2","V","protein_coding"
"11434","B0507.3","V","protein_coding"
"11435","B0507.4","V","protein_coding"
"11436","B0507.5","V","protein_coding"
"11437","B0507.6","V","protein_coding"
"11438","B0507.7","V","protein_coding"
"11439","B0507.8","V","protein_coding"
"11440","B0507.9","V","protein_coding"
"11441","ddn-1","V","protein_coding"
"11442","fbxa-125","I","protein_coding"
"11443","tag-344","I","protein_coding"
"11444","cutl-14","I","protein_coding"
"11445","B0511.6","I","protein_coding"
"11446","B0511.7","I","protein_coding"
"11447","cdc-26","I","protein_coding"
"11448","B0511.11","I","protein_coding"
"11449","B0511.12","I","protein_coding"
"11450","mppe-1","I","protein_coding"
"11451","B0524.2","III","protein_coding"
"11452","B0524.3","III","protein_coding"
"11453","B0524.5","III","protein_coding"
"11454","B0524.6","III","protein_coding"
"11455","scl-23","IV","protein_coding"
"11456","B0545.4","IV","protein_coding"
"11457","mai-2","IV","protein_coding"
"11458","otub-4","IV","protein_coding"
"11459","B0546.3","IV","protein_coding"
"11460","B0546.4","IV","protein_coding"
"11461","B0546.5","IV","protein_coding"
"11462","B0547.2","IV","protein_coding"
"11463","B0554.1","V","protein_coding"
"11464","B0554.2","V","protein_coding"
"11465","B0554.4","V","protein_coding"
"11466","B0554.5","V","protein_coding"
"11467","dod-20","V","protein_coding"
"11468","B0554.7","V","protein_coding"
"11469","B0563.1","X","protein_coding"
"11470","B0563.5","X","protein_coding"
"11471","B0563.6","X","protein_coding"
"11472","B0563.7","X","protein_coding"
"11473","B0563.8","X","protein_coding"
"11474","BE0003N10.1","III","protein_coding"
"11475","chin-1","III","protein_coding"
"11476","BE0003N10.3","III","protein_coding"
"11477","C01B4.6","V","protein_coding"
"11478","C01B4.7","V","protein_coding"
"11479","C01B4.8","V","protein_coding"
"11480","mct-2","V","protein_coding"
"11481","C01B7.7","V","protein_coding"
"11482","C01B10.3","IV","protein_coding"
"11483","cest-5.1","IV","protein_coding"
"11484","C01B10.6","IV","protein_coding"
"11485","C01B10.7","IV","protein_coding"
"11486","C01B10.8","IV","protein_coding"
"11487","C01B10.9","IV","protein_coding"
"11488","cest-5.2","IV","protein_coding"
"11489","gmeb-1","II","protein_coding"
"11490","best-3","II","protein_coding"
"11491","osta-1","II","protein_coding"
"11492","best-4","II","protein_coding"
"11493","C01B12.8","II","protein_coding"
"11494","C01C4.2","X","protein_coding"
"11495","C01C4.3","X","protein_coding"
"11496","C01C10.2","X","protein_coding"
"11497","acl-12","X","protein_coding"
"11498","gtf-2F1","II","protein_coding"
"11499","sco-1","II","protein_coding"
"11500","rml-4","II","protein_coding"
"11501","C01F1.4","II","protein_coding"
"11502","C01F1.5","II","protein_coding"
"11503","C01F1.6","II","protein_coding"
"11504","rga-6","I","protein_coding"
"11505","C01G5.3","IV","protein_coding"
"11506","C01G5.4","IV","protein_coding"
"11507","C01G5.5","IV","protein_coding"
"11508","ddi-1","IV","protein_coding"
"11509","C01G5.7","IV","protein_coding"
"11510","fan-1","IV","protein_coding"
"11511","C01G5.9","IV","protein_coding"
"11512","C01G8.1","I","protein_coding"
"11513","hpo-32","I","protein_coding"
"11514","srbc-29","V","protein_coding"
"11515","srbc-30","V","protein_coding"
"11516","srbc-32","V","protein_coding"
"11517","srbc-36","V","protein_coding"
"11518","C02B8.1","X","protein_coding"
"11519","C02B8.3","X","protein_coding"
"11520","frpr-1","X","protein_coding"
"11521","C02B8.6","X","protein_coding"
"11522","C02B8.7","X","protein_coding"
"11523","ivd-1","IV","protein_coding"
"11524","snpn-1","IV","protein_coding"
"11525","C02B10.3","IV","protein_coding"
"11526","C02B10.4","IV","protein_coding"
"11527","C02B10.5","IV","protein_coding"
"11528","C02B10.6","IV","protein_coding"
"11529","tyr-1","III","protein_coding"
"11530","slc-17.3","III","protein_coding"
"11531","sup-18","III","protein_coding"
"11532","acdh-6","III","protein_coding"
"11533","C02D5.2","III","protein_coding"
"11534","gsto-2","III","protein_coding"
"11535","catp-2","V","protein_coding"
"11536","C02E7.6","V","protein_coding"
"11537","C02E7.7","V","protein_coding"
"11538","C02E7.8","V","protein_coding"
"11539","C02E7.10","V","protein_coding"
"11540","nra-4","V","protein_coding"
"11541","C02F5.2","III","protein_coding"
"11542","C02F5.3","III","protein_coding"
"11543","cids-1","III","protein_coding"
"11544","C02F5.5","III","protein_coding"
"11545","henn-1","III","protein_coding"
"11546","fbxl-1","III","protein_coding"
"11547","C02F5.10","III","protein_coding"
"11548","C02F5.12","III","protein_coding"
"11549","C02F5.13","III","protein_coding"
"11550","snet-1","X","protein_coding"
"11551","C02F12.5","X","protein_coding"
"11552","tag-278","X","protein_coding"
"11553","C02F12.8","X","protein_coding"
"11554","C02G6.2","V","protein_coding"
"11555","C02H6.1","V","protein_coding"
"11556","fbxa-105","V","protein_coding"
"11557","npr-19","X","protein_coding"
"11558","C03A7.2","V","protein_coding"
"11559","srt-64","V","protein_coding"
"11560","srt-65","V","protein_coding"
"11561","ugt-51","V","protein_coding"
"11562","C03A7.13","V","protein_coding"
"11563","C03B1.1","X","protein_coding"
"11564","C03B1.2","X","protein_coding"
"11565","C03B1.3","X","protein_coding"
"11566","C03B1.4","X","protein_coding"
"11567","C03B1.5","X","protein_coding"
"11568","C03B1.6","X","protein_coding"
"11569","C03B1.7","X","protein_coding"
"11570","C03B1.9","X","protein_coding"
"11571","C03B1.10","X","protein_coding"
"11572","C03B1.13","X","protein_coding"
"11573","C03B1.14","X","protein_coding"
"11574","C03B8.3","III","protein_coding"
"11575","kcnl-3","X","protein_coding"
"11576","C03F11.2","X","protein_coding"
"11577","scav-1","X","protein_coding"
"11578","C03F11.4","X","protein_coding"
"11579","sdha-1","X","protein_coding"
"11580","nspc-7","X","protein_coding"
"11581","exc-13","V","protein_coding"
"11582","C03G6.6","V","protein_coding"
"11583","nhr-147","V","protein_coding"
"11584","nhr-148","V","protein_coding"
"11585","nhr-149","V","protein_coding"
"11586","tag-293","V","protein_coding"
"11587","cyp-35A1","V","protein_coding"
"11588","cyp-35A2","V","protein_coding"
"11589","srsx-24","V","protein_coding"
"11590","C03G6.17","V","protein_coding"
"11591","clec-10","II","protein_coding"
"11592","nstp-4","II","protein_coding"
"11593","C03H5.3","II","protein_coding"
"11594","C03H5.4","II","protein_coding"
"11595","C03H5.5","II","protein_coding"
"11596","C03H5.6","II","protein_coding"
"11597","C03H5.7","II","protein_coding"
"11598","tbc-6","II","protein_coding"
"11599","srz-60","IV","protein_coding"
"11600","lgc-9","IV","protein_coding"
"11601","pdhb-1","IV","protein_coding"
"11602","C04C3.4","IV","protein_coding"
"11603","C04C3.6","IV","protein_coding"
"11604","C04C3.7","IV","protein_coding"
"11605","pac-1","III","protein_coding"
"11606","srsx-18","V","protein_coding"
"11607","C04E6.4","V","protein_coding"
"11608","C04E6.5","V","protein_coding"
"11609","C04E6.7","V","protein_coding"
"11610","C04E6.8","V","protein_coding"
"11611","C04E6.11","V","protein_coding"
"11612","C04E6.12","V","protein_coding"
"11613","C04E6.13","V","protein_coding"
"11614","C04E7.1","X","protein_coding"
"11615","sor-3","X","protein_coding"
"11616","C04E7.3","X","protein_coding"
"11617","C04E12.2","V","protein_coding"
"11618","C04E12.4","V","protein_coding"
"11619","C04E12.5","V","protein_coding"
"11620","scrm-3","V","protein_coding"
"11621","srbc-2","V","protein_coding"
"11622","C04F1.1","I","protein_coding"
"11623","C04F5.2","V","protein_coding"
"11624","srab-1","V","protein_coding"
"11625","srab-2","V","protein_coding"
"11626","srab-3","V","protein_coding"
"11627","ugt-63","V","protein_coding"
"11628","C04F5.8","V","protein_coding"
"11629","C04F5.9","V","protein_coding"
"11630","C04G6.2","II","protein_coding"
"11631","C04G6.4","II","protein_coding"
"11632","txt-9","II","protein_coding"
"11633","C04G6.6","II","protein_coding"
"11634","C04G6.7","II","protein_coding"
"11635","C04G6.10","II","protein_coding"
"11636","C04G6.11","II","protein_coding"
"11637","C05C8.1","V","protein_coding"
"11638","krr-1","V","protein_coding"
"11639","C05C8.5","V","protein_coding"
"11640","hpo-9","V","protein_coding"
"11641","C05C8.7","V","protein_coding"
"11642","C05C8.8","V","protein_coding"
"11643","hyls-1","V","protein_coding"
"11644","basl-1","III","protein_coding"
"11645","madf-11","III","protein_coding"
"11646","C05D2.8","III","protein_coding"
"11647","wdr-37","III","protein_coding"
"11648","lmp-2","X","protein_coding"
"11649","C05D9.3","X","protein_coding"
"11650","C05D9.4","X","protein_coding"
"11651","C05D9.7","X","protein_coding"
"11652","C05D9.9","X","protein_coding"
"11653","attf-4","III","protein_coding"
"11654","mapk-15","III","protein_coding"
"11655","wht-1","III","protein_coding"
"11656","C05D10.4","III","protein_coding"
"11657","C05D11.1","III","protein_coding"
"11658","C05D11.5","III","protein_coding"
"11659","atgl-1","III","protein_coding"
"11660","C05D11.8","III","protein_coding"
"11661","popl-1","III","protein_coding"
"11662","mrps-17","III","protein_coding"
"11663","C05D11.13","III","protein_coding"
